DateTime,Open,High,Low,Close,Volume,market_cap,pe_ratio,dividend_yield
2024-07-15 13:30:00+00:00,208.17999267578125,208.17999267578125,207.2050018310547,208.00999450683594,53020,238410858496,9.0843315,0.028099999
2024-07-15 14:30:00+00:00,207.7333984375,208.2100067138672,207.3300018310547,207.78500366210938,20656,238410858496,9.0843315,0.028099999
2024-07-15 15:30:00+00:00,207.66000366210938,207.97999572753906,207.52999877929688,207.80999755859375,17583,238410858496,9.0843315,0.028099999
2024-07-15 16:30:00+00:00,207.86000061035156,208.00999450683594,207.6699981689453,207.97999572753906,26696,238410858496,9.0843315,0.028099999
2024-07-15 17:30:00+00:00,207.8800048828125,207.8800048828125,207.46029663085938,207.69009399414062,14417,238410858496,9.0843315,0.028099999
2024-07-15 18:30:00+00:00,207.7949981689453,207.99000549316406,207.25999450683594,207.25999450683594,26118,238410858496,9.0843315,0.028099999
2024-07-15 19:30:00+00:00,207.27999877929688,207.33999633789062,206.75999450683594,206.99000549316406,34131,238410858496,9.0843315,0.028099999
2024-07-16 13:30:00+00:00,206.22999572753906,206.81419372558594,206.0399932861328,206.44000244140625,21964,238410858496,9.0843315,0.028099999
2024-07-16 14:30:00+00:00,206.5800018310547,206.5800018310547,205.8780975341797,206.02499389648438,18588,238410858496,9.0843315,0.028099999
2024-07-16 15:30:00+00:00,205.92999267578125,206.1699981689453,205.6999969482422,205.77499389648438,26635,238410858496,9.0843315,0.028099999
2024-07-16 16:30:00+00:00,205.6999969482422,205.9199981689453,205.67999267578125,205.8300018310547,19527,238410858496,9.0843315,0.028099999
2024-07-16 17:30:00+00:00,205.72000122070312,206.0,205.6999969482422,205.9600067138672,18400,238410858496,9.0843315,0.028099999
2024-07-16 18:30:00+00:00,205.88999938964844,206.25250244140625,205.88999938964844,206.11000061035156,33794,238410858496,9.0843315,0.028099999
2024-07-16 19:30:00+00:00,206.11000061035156,206.61000061035156,206.0749969482422,206.60000610351562,48847,238410858496,9.0843315,0.028099999
2024-07-17 13:30:00+00:00,204.72999572753906,205.14500427246094,204.02000427246094,204.47999572753906,60829,238410858496,9.0843315,0.028099999
2024-07-17 14:30:00+00:00,204.50999450683594,205.07000732421875,204.47000122070312,204.80999755859375,33706,238410858496,9.0843315,0.028099999
2024-07-17 15:30:00+00:00,204.64999389648438,204.6699981689453,204.05999755859375,204.05999755859375,19215,238410858496,9.0843315,0.028099999
2024-07-17 16:30:00+00:00,204.0303955078125,204.1750030517578,203.63999938964844,203.69500732421875,25937,238410858496,9.0843315,0.028099999
2024-07-17 17:30:00+00:00,203.77000427246094,203.86000061035156,203.30999755859375,203.6414031982422,27143,238410858496,9.0843315,0.028099999
2024-07-17 18:30:00+00:00,203.7050018310547,204.1300048828125,203.5800018310547,204.0800018310547,34986,238410858496,9.0843315,0.028099999
2024-07-17 19:30:00+00:00,204.0800018310547,204.55999755859375,203.99710083007812,204.39999389648438,47662,238410858496,9.0843315,0.028099999
2024-07-18 13:30:00+00:00,201.92999267578125,202.22000122070312,201.61000061035156,201.88999938964844,75502,238410858496,9.0843315,0.028099999
2024-07-18 14:30:00+00:00,201.75999450683594,201.889892578125,200.44009399414062,200.61000061035156,45625,238410858496,9.0843315,0.028099999
2024-07-18 15:30:00+00:00,200.60499572753906,200.72999572753906,199.97999572753906,200.2100067138672,44810,238410858496,9.0843315,0.028099999
2024-07-18 16:30:00+00:00,200.0,200.5500030517578,200.0,200.49000549316406,18481,238410858496,9.0843315,0.028099999
2024-07-18 17:30:00+00:00,200.4600067138672,200.7100067138672,199.9550018310547,199.9550018310547,16196,238410858496,9.0843315,0.028099999
2024-07-18 18:30:00+00:00,199.9550018310547,200.1300048828125,199.5399932861328,199.8000030517578,32925,238410858496,9.0843315,0.028099999
2024-07-18 19:30:00+00:00,199.77999877929688,200.27000427246094,199.69000244140625,199.8300018310547,47801,238410858496,9.0843315,0.028099999
2024-07-19 13:30:00+00:00,199.27999877929688,199.27999877929688,197.6199951171875,197.6699981689453,39827,238410858496,9.0843315,0.028099999
2024-07-19 14:30:00+00:00,197.75999450683594,198.52000427246094,197.67999267578125,198.16000366210938,28772,238410858496,9.0843315,0.028099999
2024-07-19 15:30:00+00:00,198.08999633789062,198.38999938964844,197.75999450683594,197.7899932861328,22383,238410858496,9.0843315,0.028099999
2024-07-19 16:30:00+00:00,197.9199981689453,197.9199981689453,197.42999267578125,197.4600067138672,18767,238410858496,9.0843315,0.028099999
2024-07-19 17:30:00+00:00,197.50999450683594,197.8231964111328,197.41000366210938,197.4799041748047,26255,238410858496,9.0843315,0.028099999
2024-07-19 18:30:00+00:00,197.4949951171875,197.68299865722656,197.2200927734375,197.52999877929688,29093,238410858496,9.0843315,0.028099999
2024-07-19 19:30:00+00:00,197.60499572753906,197.6699981689453,197.02999877929688,197.22000122070312,52906,238410858496,9.0843315,0.028099999
2024-07-22 13:30:00+00:00,198.6999969482422,199.47999572753906,198.11830139160156,198.9199981689453,39269,238410858496,9.0843315,0.028099999
2024-07-22 14:30:00+00:00,199.0,199.61000061035156,198.860107421875,199.25,24689,238410858496,9.0843315,0.028099999
2024-07-22 15:30:00+00:00,199.06849670410156,199.19000244140625,198.8000030517578,199.02000427246094,30187,238410858496,9.0843315,0.028099999
2024-07-22 16:30:00+00:00,199.02000427246094,199.75,199.0,199.55999755859375,38980,238410858496,9.0843315,0.028099999
2024-07-22 17:30:00+00:00,199.55999755859375,199.8800048828125,199.49000549316406,199.66000366210938,43561,238410858496,9.0843315,0.028099999
2024-07-22 18:30:00+00:00,199.8000030517578,199.9600067138672,199.61000061035156,199.80709838867188,43593,238410858496,9.0843315,0.028099999
2024-07-22 19:30:00+00:00,199.8000030517578,200.14869689941406,199.8000030517578,200.02999877929688,76883,238410858496,9.0843315,0.028099999
2024-07-23 13:30:00+00:00,200.17999267578125,201.32000732421875,200.02999877929688,201.07000732421875,53777,238410858496,9.0843315,0.028099999
2024-07-23 14:30:00+00:00,201.06500244140625,201.3300018310547,200.5500030517578,200.82000732421875,40692,238410858496,9.0843315,0.028099999
2024-07-23 15:30:00+00:00,200.66000366210938,201.08999633789062,200.66000366210938,200.7449951171875,17814,238410858496,9.0843315,0.028099999
2024-07-23 16:30:00+00:00,200.72999572753906,201.08999633789062,200.71009826660156,200.72500610351562,16958,238410858496,9.0843315,0.028099999
2024-07-23 17:30:00+00:00,200.72250366210938,200.90989685058594,200.58999633789062,200.66000366210938,20605,238410858496,9.0843315,0.028099999
2024-07-23 18:30:00+00:00,200.64999389648438,200.7698974609375,200.58999633789062,200.72000122070312,27946,238410858496,9.0843315,0.028099999
2024-07-23 19:30:00+00:00,200.67999267578125,200.77000427246094,200.30999755859375,200.5800018310547,52091,238410858496,9.0843315,0.028099999
2024-07-24 13:30:00+00:00,199.7899932861328,199.7899932861328,198.44000244140625,198.67999267578125,40459,238410858496,9.0843315,0.028099999
2024-07-24 14:30:00+00:00,198.4600067138672,198.47000122070312,198.1300048828125,198.24000549316406,24203,238410858496,9.0843315,0.028099999
2024-07-24 15:30:00+00:00,198.25999450683594,198.4499969482422,198.10000610351562,198.22000122070312,15662,238410858496,9.0843315,0.028099999
2024-07-24 16:30:00+00:00,198.1699981689453,198.31930541992188,198.1199951171875,198.2899932861328,17419,238410858496,9.0843315,0.028099999
